Date,Open,High,Low,Close,Adj Close,Volume
2022-11-30,14.710000,14.715000,14.710000,14.792500,14.792500,12530
2022-12-01,14.895000,14.895000,14.895000,14.925000,14.925000,2
2022-12-02,14.900000,14.900000,14.900000,14.945000,14.945000,241
2022-12-05,14.905000,14.905000,14.870000,14.540000,14.540000,2154
2022-12-06,14.555000,14.555000,14.555000,14.555000,14.555000,0
2022-12-07,14.600000,14.600000,14.560000,14.542500,14.542500,1092
2022-12-08,14.472500,14.472500,14.472500,14.472500,14.472500,0
2022-12-09,14.340000,14.340000,14.340000,14.390000,14.390000,1208
2022-12-12,14.222600,14.222600,14.222600,13.890000,13.890000,8506
2022-12-13,14.162500,14.162500,14.162500,14.162500,14.162500,0
2022-12-14,13.985000,13.985000,13.985000,13.705000,13.705000,61
2022-12-15,13.685000,13.685000,13.685000,13.685000,13.685000,0
2022-12-16,13.677500,13.677500,13.677500,13.677500,13.677500,0
2022-12-19,13.665000,13.830000,13.665000,13.805000,13.805000,6220
2022-12-20,13.655000,14.065000,13.655000,14.257500,14.257500,37033
2022-12-21,14.300000,14.300000,14.300000,14.302500,14.302500,8916
2022-12-22,14.380000,14.380000,14.380000,14.380000,14.380000,0
2022-12-23,14.450000,14.450000,14.450000,14.450000,14.450000,0
2022-12-28,14.442500,14.442500,14.442500,14.442500,14.442500,0
2022-12-29,14.465000,14.465000,14.465000,14.465000,14.465000,0
2022-12-30,14.285000,14.285000,14.285000,14.235000,14.235000,4935
2023-01-03,13.945000,13.945000,13.925000,13.755000,13.755000,1060
2023-01-04,13.765000,13.765000,13.650000,13.762500,13.762500,1688
2023-01-05,13.880000,13.880000,13.880000,14.075000,14.075000,5
2023-01-06,14.195000,14.480000,14.195000,14.472500,14.472500,2035
2023-01-09,14.470000,14.575000,14.410000,14.585000,14.585000,1865
2023-01-10,14.790000,14.790000,14.790000,14.790000,14.790000,0
2023-01-11,15.010000,15.010000,15.010000,15.010000,15.010000,0
2023-01-12,15.260000,15.355000,15.260000,15.357500,15.357500,890
2023-01-13,15.365000,15.365000,15.365000,15.332500,15.332500,3226
2023-01-16,15.295000,15.295000,15.090000,15.152500,15.152500,2504
2023-01-17,15.020000,15.255000,14.985000,15.302500,15.302500,42046
2023-01-18,15.500000,15.500000,15.500000,15.457500,15.457500,530
2023-01-19,15.120000,15.204800,15.010000,15.010000,15.010000,606711
2023-01-20,15.305000,15.310000,15.175000,15.257500,15.257500,517975
2023-01-23,15.475000,15.475000,15.475000,15.475000,15.475000,0
2023-01-24,15.235000,15.470000,15.150000,15.485000,15.485000,608
2023-01-25,15.575000,15.610000,15.575000,15.720000,15.720000,8374
2023-01-26,15.830000,15.855000,15.765000,15.720000,15.720000,31973
2023-01-27,15.820000,15.845000,15.560000,15.620000,15.620000,9529
2023-01-30,15.560000,15.560000,15.560000,15.502500,15.502500,187
2023-01-31,15.550000,15.560000,15.550000,15.615000,15.615000,228
2023-02-01,15.555000,15.570000,15.555000,15.560000,15.560000,1017
2023-02-02,15.820000,15.820000,15.705000,15.617500,15.617500,2004
2023-02-03,15.375000,15.390000,15.325000,15.200000,15.200000,235
2023-02-06,14.805000,14.805000,14.805000,14.882500,14.882500,1575
2023-02-07,14.885000,14.885000,14.885000,14.885000,14.885000,0
2023-02-08,14.930000,14.980000,14.930000,14.800000,14.800000,5279
2023-02-09,15.155000,15.260000,15.155000,14.787500,14.787500,22260
2023-02-10,14.815000,14.815000,14.815000,14.775000,14.775000,6719
2023-02-13,14.935000,15.100000,14.935000,15.050000,15.050000,12085
2023-02-14,15.135000,15.135000,15.100000,15.007500,15.007500,2973
2023-02-15,14.940000,14.945000,14.820000,14.962500,14.962500,9263
2023-02-16,15.200000,15.200000,14.930000,15.072500,15.072500,2194
2023-02-17,15.170000,15.170000,15.170000,15.167500,15.167500,341
2023-02-20,15.222500,15.222500,15.222500,15.222500,15.222500,0
2023-02-21,15.060000,15.365000,15.060000,15.075000,15.075000,13282
2023-02-22,14.880000,14.890000,14.880000,14.897500,14.897500,548
2023-02-23,15.007500,15.007500,15.007500,15.007500,15.007500,0
2023-02-24,14.790000,14.790000,14.790000,14.790000,14.790000,0
2023-02-27,14.797500,14.797500,14.797500,14.797500,14.797500,0
2023-02-28,14.697500,14.697500,14.697500,14.697500,14.697500,0
2023-03-01,14.835000,14.835000,14.740000,14.727500,14.727500,1060
2023-03-02,14.800000,14.800000,14.800000,14.800000,14.800000,0
2023-03-03,14.770000,14.865000,14.770000,14.940000,14.940000,2421
2023-03-06,14.860000,14.860000,14.855000,15.027500,15.027500,1083
2023-03-07,15.065000,15.065000,15.065000,14.787500,14.787500,25
2023-03-08,15.175000,15.175000,15.125000,15.107500,15.107500,1618
2023-03-09,15.120000,15.120000,15.120000,15.042500,15.042500,5
2023-03-10,14.755000,14.755000,14.755000,14.747500,14.747500,1675
2023-03-13,14.750000,14.750000,14.375000,14.355000,14.355000,6998
2023-03-14,14.440000,14.500000,14.435000,14.442500,14.442500,6399
2023-03-15,14.385000,14.385000,13.975000,13.882500,13.882500,3771
2023-03-16,14.090000,14.090000,14.090000,14.155000,14.155000,35
2023-03-17,14.350000,14.350000,14.295000,14.030000,14.030000,897
2023-03-20,13.840000,13.960000,13.655000,13.977500,13.977500,12178
2023-03-21,14.152500,14.152500,14.152500,14.152500,14.152500,0
2023-03-22,14.220000,14.220000,14.220000,14.175000,14.175000,1056
2023-03-23,14.230000,14.270000,14.230000,14.107500,14.107500,10276
2023-03-24,13.620000,13.770000,13.620000,13.992500,13.992500,1282
2023-03-27,14.140000,14.140000,14.140000,14.147500,14.147500,5
2023-03-28,14.500000,14.500000,14.500000,14.500000,14.500000,0
2023-03-29,14.652500,14.652500,14.652500,14.652500,14.652500,0
2023-03-30,14.830000,14.830000,14.830000,14.887500,14.887500,530
2023-03-31,14.920000,14.920000,14.920000,14.920000,14.920000,0
2023-04-03,14.745000,14.755000,14.740000,14.732500,14.732500,35500
2023-04-04,14.800000,14.800000,14.800000,14.727500,14.727500,20
2023-04-05,14.550000,14.550000,14.550000,14.595000,14.595000,571
2023-04-06,14.585000,14.585000,14.585000,14.585000,14.585000,0
2023-04-11,14.880000,15.060000,14.880000,15.197500,15.197500,1745
2023-04-12,15.475000,15.475000,15.475000,15.475000,15.475000,0
2023-04-13,15.625000,15.625000,15.625000,15.585000,15.585000,400
2023-04-14,15.402500,15.402500,15.402500,15.402500,15.402500,0
2023-04-17,15.450000,15.450000,15.450000,15.450000,15.450000,0
2023-04-18,15.495000,15.495000,15.495000,15.495000,15.495000,0
2023-04-19,15.170000,15.275000,15.165000,15.192500,15.192500,8812
2023-04-20,15.005000,15.005000,15.000000,15.172500,15.172500,17643
2023-04-21,14.925000,14.925000,14.925000,14.925000,14.925000,0
2023-04-24,14.975000,14.975000,14.920000,15.052500,15.052500,1888
2023-04-25,15.065000,15.065000,15.013500,14.975000,14.975000,3650
2023-04-26,15.060000,15.060000,14.930000,14.957500,14.957500,35
2023-04-27,14.985000,14.985000,14.985000,14.985000,14.985000,0
2023-04-28,15.060000,15.060000,15.060000,15.160000,15.160000,2100
2023-05-02,15.200000,15.210000,14.875000,14.850000,14.850000,1840
2023-05-03,14.950000,14.975000,14.910000,15.000000,15.000000,6665
2023-05-04,15.035000,15.035000,14.970000,14.892500,14.892500,52
2023-05-05,15.085000,15.285000,15.035000,15.280000,15.280000,14273
2023-05-09,15.355000,15.655500,15.345000,15.640000,15.640000,647331
2023-05-10,15.655000,15.680000,15.655000,15.757500,15.757500,970
2023-05-11,15.770000,15.770000,15.735000,15.710000,15.710000,76
2023-05-12,15.810000,15.885000,15.810000,15.850000,15.850000,2150
2023-05-15,16.075001,16.075001,15.995000,15.980000,15.980000,3104
2023-05-16,16.075001,16.084999,16.000000,16.070000,16.070000,2323
2023-05-17,16.010000,16.010000,15.890000,15.975000,15.975000,5000
2023-05-18,15.965000,15.965000,15.870000,15.835000,15.835000,1027
2023-05-19,15.635000,15.635000,15.525000,15.582500,15.582500,5997
2023-05-22,15.395000,15.395000,15.325000,15.502500,15.502500,2041
2023-05-23,15.440000,15.440000,15.440000,15.400000,15.400000,3
2023-05-24,15.280000,15.280000,15.280000,15.280000,15.280000,0
2023-05-25,15.220000,15.220000,15.220000,15.220000,15.220000,0
2023-05-26,15.200000,15.445000,15.200000,15.317500,15.317500,5374
2023-05-30,15.245000,15.245000,15.245000,15.065000,15.065000,1440
2023-05-31,15.030000,15.030000,14.945000,14.870000,14.870000,11411
2023-06-01,15.035000,15.045000,15.030000,15.195000,15.195000,4265
2023-06-02,15.385000,15.625000,15.380000,15.617500,15.617500,5170
2023-06-05,15.640000,15.655000,15.595000,15.730000,15.730000,24370
2023-06-06,15.825000,15.825000,15.750000,15.922500,15.922500,2801
2023-06-07,16.014999,16.170000,16.014999,16.174999,16.174999,3881
2023-06-08,16.084999,16.115000,16.059999,16.084999,16.084999,22677
2023-06-09,16.160000,16.379999,16.160000,16.379999,16.379999,25403
2023-06-12,16.469999,16.469999,16.400000,16.415001,16.415001,1165
2023-06-13,16.465000,16.465000,16.405001,16.480000,16.480000,16357
2023-06-14,16.610001,16.615000,16.514999,16.745001,16.745001,14299
2023-06-15,16.885000,16.885000,16.885000,16.885000,16.885000,0
2023-06-16,16.820000,16.820000,16.700001,16.780001,16.780001,3650
2023-06-19,16.927500,16.927500,16.927500,16.927500,16.927500,0
2023-06-20,16.727501,16.727501,16.727501,16.727501,16.727501,0
2023-06-21,16.730000,16.830000,16.730000,16.860001,16.860001,7892
2023-06-22,16.870001,16.870001,16.700001,16.650000,16.650000,14812
2023-06-23,16.635000,16.725000,16.570000,16.725000,16.725000,9506
2023-06-26,16.645000,16.715000,16.584999,16.577499,16.577499,6038
2023-06-27,16.575001,16.580000,16.570000,16.570000,16.570000,3077
2023-06-28,16.570000,16.590000,16.570000,16.480000,16.480000,10006
2023-06-29,16.360001,16.514999,16.360001,16.465000,16.465000,12504
2023-06-30,16.600000,16.635000,16.600000,16.635000,16.635000,16691
2023-07-03,16.665001,16.840000,16.665001,16.850000,16.850000,24347
2023-07-04,16.885000,16.885000,16.815001,16.815001,16.815001,1141
2023-07-05,16.690001,16.690001,16.674999,16.672501,16.672501,6798
2023-07-06,16.565001,16.565001,16.450001,16.205000,16.205000,22044
2023-07-07,16.170000,16.500000,16.170000,16.587500,16.587500,99
2023-07-10,16.459999,16.500000,16.450001,16.500000,16.500000,3917
2023-07-11,16.465000,16.465000,16.275000,16.340000,16.340000,4072
2023-07-12,16.504999,16.860001,16.504999,16.815001,16.815001,79558
2023-07-13,16.815001,16.955000,16.754999,16.930000,16.930000,140603
2023-07-14,16.940001,16.965000,16.844999,16.844999,16.844999,54291
2023-07-17,16.830000,16.830000,16.615000,16.629999,16.629999,3617
2023-07-18,16.730000,16.860001,16.705000,16.842501,16.842501,9912
2023-07-19,16.860001,16.915001,16.795000,16.782499,16.782499,5251
2023-07-20,16.820000,16.885000,16.799999,16.830000,16.830000,12324
2023-07-21,16.920000,17.059999,16.920000,17.067499,17.067499,1955
2023-07-24,16.950001,17.290001,16.950001,17.260000,17.260000,8585
2023-07-25,17.420000,17.465000,17.320000,17.322500,17.322500,4120
2023-07-26,17.340000,17.340000,17.290001,17.295000,17.295000,1171
2023-07-27,17.382500,17.382500,17.382500,17.382500,17.382500,0
2023-07-28,17.325001,17.325001,17.325001,17.325001,17.325001,0
2023-07-31,17.295000,17.495001,17.270000,17.440001,17.440001,2076
2023-08-01,17.152500,17.152500,17.152500,17.152500,17.152500,0
2023-08-02,17.100000,17.100000,16.882900,16.877501,16.877501,101995
2023-08-03,16.709999,16.709999,16.709999,16.709999,16.709999,0
2023-08-04,16.510000,16.535000,16.510000,16.892500,16.892500,12
2023-08-07,16.750000,16.750000,16.590000,16.639999,16.639999,6792
2023-08-08,16.500000,16.500000,16.415001,16.465000,16.465000,27
2023-08-09,16.639999,16.639999,16.250000,16.250000,16.250000,5467
2023-08-10,16.620001,16.745001,16.620001,16.757500,16.757500,7055
2023-08-11,16.575001,16.620001,16.545000,16.545000,16.545000,18603
2023-08-14,16.415001,16.459999,16.059999,16.219999,16.219999,23721
2023-08-15,16.165001,16.165001,16.049999,16.117500,16.117500,3843
2023-08-16,16.090000,16.254999,16.090000,16.254999,16.254999,14368
2023-08-17,16.139999,16.139999,15.990000,16.030001,16.030001,34850
2023-08-18,15.915000,15.990000,15.830000,15.990000,15.990000,2255
2023-08-21,15.965000,15.965000,15.805000,15.872500,15.872500,50248
2023-08-22,16.065001,16.065001,16.061501,16.065001,16.065001,55884
2023-08-23,16.434999,16.434999,16.434999,16.434999,16.434999,0
2023-08-24,16.545000,16.549999,16.545000,16.360001,16.360001,2497
2023-08-25,16.272499,16.272499,16.272499,16.272499,16.272499,0
2023-08-29,16.469999,16.514999,16.355000,16.532499,16.532499,745
2023-08-30,16.617500,16.617500,16.617500,16.617500,16.617500,0
2023-08-31,16.530001,16.605000,16.260000,16.270000,16.270000,29499
2023-09-01,16.010000,16.145000,16.010000,16.195000,16.195000,7305
2023-09-04,16.245001,16.245001,16.245001,16.287500,16.287500,530
2023-09-05,16.004999,16.004999,16.000000,16.052500,16.052500,103
2023-09-06,15.925000,15.925000,15.925000,15.865000,15.865000,380
2023-09-07,15.780000,15.780000,15.780000,15.655000,15.655000,104
2023-09-08,15.645000,15.665000,15.645000,15.667500,15.667500,6769
2023-09-11,15.935000,15.935000,15.935000,15.880000,15.880000,10
2023-09-12,15.990000,16.065001,15.935000,16.045000,16.045000,19273
2023-09-13,15.970000,16.260000,15.970000,16.260000,16.260000,110900
2023-09-14,16.240000,16.376301,16.215099,16.315001,16.315001,146435
2023-09-15,16.469999,16.480000,16.330000,16.379999,16.379999,15104
2023-09-18,16.410000,16.410000,16.410000,16.377501,16.377501,17
2023-09-19,16.405001,16.405001,16.405001,16.315001,16.315001,530
2023-09-20,16.360001,16.549999,16.360001,16.549999,16.549999,669
2023-09-21,16.360001,16.360001,16.014999,16.057501,16.057501,237
2023-09-22,16.025000,16.045000,15.990000,16.055000,16.055000,4062
